FILE_NAME	LENGTH_BIN	Count	Length
W621.hifi_reads_test_Nremove.fastq	21350-21450	1	12800
W641.hifi_reads_test_Nremove.fastq	21350-21450	0	12900
W621.hifi_reads_test_Nremove.fastq	21450-21550	1	13000
W641.hifi_reads_test_Nremove.fastq	21450-21550	2	13100
W621.hifi_reads_test_Nremove.fastq	21550-21650	2	13200
W641.hifi_reads_test_Nremove.fastq	21550-21650	0	13300
W621.hifi_reads_test_Nremove.fastq	21650-21750	1	13400
W641.hifi_reads_test_Nremove.fastq	21650-21750	0	13500
W621.hifi_reads_test_Nremove.fastq	21750-21850	2	13600
W641.hifi_reads_test_Nremove.fastq	21750-21850	1	13700
W621.hifi_reads_test_Nremove.fastq	21850-21950	0	13800
W641.hifi_reads_test_Nremove.fastq	21850-21950	1	13900
W621.hifi_reads_test_Nremove.fastq	21950-22050	3	14000
W641.hifi_reads_test_Nremove.fastq	21950-22050	2	14100
W621.hifi_reads_test_Nremove.fastq	22050-22150	1	14200
W641.hifi_reads_test_Nremove.fastq	22050-22150	1	14300
W621.hifi_reads_test_Nremove.fastq	22150-22250	0	14400
W641.hifi_reads_test_Nremove.fastq	22150-22250	0	14500
W621.hifi_reads_test_Nremove.fastq	22250-22350	1	14600
W641.hifi_reads_test_Nremove.fastq	22250-22350	1	14700
W621.hifi_reads_test_Nremove.fastq	22350-22450	0	14800
W641.hifi_reads_test_Nremove.fastq	22350-22450	0	14900
W621.hifi_reads_test_Nremove.fastq	22450-22550	0	15000
W641.hifi_reads_test_Nremove.fastq	22450-22550	1	15100
W621.hifi_reads_test_Nremove.fastq	22550-22650	0	15200
W641.hifi_reads_test_Nremove.fastq	22550-22650	2	15300
W621.hifi_reads_test_Nremove.fastq	22650-22750	0	15400
W641.hifi_reads_test_Nremove.fastq	22650-22750	0	15500
W621.hifi_reads_test_Nremove.fastq	22750-22850	0	15600
W641.hifi_reads_test_Nremove.fastq	22750-22850	0	15700
W621.hifi_reads_test_Nremove.fastq	22850-22950	0	15800
W641.hifi_reads_test_Nremove.fastq	22850-22950	0	15900
W621.hifi_reads_test_Nremove.fastq	22950-23050	2	16000
W641.hifi_reads_test_Nremove.fastq	22950-23050	0	16100
W621.hifi_reads_test_Nremove.fastq	23050-23150	1	16200
W641.hifi_reads_test_Nremove.fastq	23050-23150	0	16300
W621.hifi_reads_test_Nremove.fastq	23150-23250	0	16400
W641.hifi_reads_test_Nremove.fastq	23150-23250	1	16500
W621.hifi_reads_test_Nremove.fastq	23250-23350	1	16600
W641.hifi_reads_test_Nremove.fastq	23250-23350	1	16700
W621.hifi_reads_test_Nremove.fastq	23350-23450	0	16800
W641.hifi_reads_test_Nremove.fastq	23350-23450	0	16900
W621.hifi_reads_test_Nremove.fastq	23450-23550	0	17000
W641.hifi_reads_test_Nremove.fastq	23450-23550	1	17100
W621.hifi_reads_test_Nremove.fastq	23550-23650	0	17200
W641.hifi_reads_test_Nremove.fastq	23550-23650	1	17300
W621.hifi_reads_test_Nremove.fastq	23650-23750	1	17400
W641.hifi_reads_test_Nremove.fastq	23650-23750	1	17500
W621.hifi_reads_test_Nremove.fastq	23750-23850	0	17600
W641.hifi_reads_test_Nremove.fastq	23750-23850	0	17700
W621.hifi_reads_test_Nremove.fastq	23850-23950	0	17800
W641.hifi_reads_test_Nremove.fastq	23850-23950	0	17900
W621.hifi_reads_test_Nremove.fastq	23950-24050	0	18000
W641.hifi_reads_test_Nremove.fastq	23950-24050	0	18100
W621.hifi_reads_test_Nremove.fastq	24050-24150	0	18200
W641.hifi_reads_test_Nremove.fastq	24050-24150	0	18300
