FILE_NAME	LENGTH_BIN	Count	Length
EMPTY_CUTOFF_FILE	20150-20250	0	20200
EMPTY_CUTOFF_FILE	20250-20350	0	20300
EMPTY_CUTOFF_FILE	20350-20450	0	20400
EMPTY_CUTOFF_FILE	20450-20550	0	20500
EMPTY_CUTOFF_FILE	20550-20650	0	20600
EMPTY_CUTOFF_FILE	20650-20750	0	20700
EMPTY_CUTOFF_FILE	20750-20850	0	20800
EMPTY_CUTOFF_FILE	20850-20950	0	20900
EMPTY_CUTOFF_FILE	20950-21050	0	21000
EMPTY_CUTOFF_FILE	21050-21150	0	21100
EMPTY_CUTOFF_FILE	21150-21250	0	21200
EMPTY_CUTOFF_FILE	21250-21350	0	21300
EMPTY_CUTOFF_FILE	21350-21450	0	21400
EMPTY_CUTOFF_FILE	21450-21550	0	21500
EMPTY_CUTOFF_FILE	21550-21650	0	21600
EMPTY_CUTOFF_FILE	21650-21750	0	21700
EMPTY_CUTOFF_FILE	21750-21850	0	21800
EMPTY_CUTOFF_FILE	21850-21950	0	21900
EMPTY_CUTOFF_FILE	21950-22050	0	22000
EMPTY_CUTOFF_FILE	22050-22150	0	22100
EMPTY_CUTOFF_FILE	22150-22250	0	22200
EMPTY_CUTOFF_FILE	22250-22350	0	22300
EMPTY_CUTOFF_FILE	22350-22450	0	22400
EMPTY_CUTOFF_FILE	22450-22550	0	22500
EMPTY_CUTOFF_FILE	22550-22650	0	22600
EMPTY_CUTOFF_FILE	22650-22750	0	22700
EMPTY_CUTOFF_FILE	22750-22850	0	22800
EMPTY_CUTOFF_FILE	22850-22950	0	22900
EMPTY_CUTOFF_FILE	22950-23050	0	23000
EMPTY_CUTOFF_FILE	23050-23150	0	23100
EMPTY_CUTOFF_FILE	23150-23250	0	23200
EMPTY_CUTOFF_FILE	23250-23350	0	23300
EMPTY_CUTOFF_FILE	23350-23450	0	23400
EMPTY_CUTOFF_FILE	23450-23550	0	23500
EMPTY_CUTOFF_FILE	23550-23650	0	23600
EMPTY_CUTOFF_FILE	23650-23750	0	23700
EMPTY_CUTOFF_FILE	23750-23850	0	23800
EMPTY_CUTOFF_FILE	23850-23950	0	23900
EMPTY_CUTOFF_FILE	23950-24050	0	24000
EMPTY_CUTOFF_FILE	24050-24150	0	24100
EMPTY_CUTOFF_FILE	24150-24250	0	24200
EMPTY_CUTOFF_FILE	24250-24350	0	24300
EMPTY_CUTOFF_FILE	24350-24450	0	24400
