FILE_NAME	READ_NAME	LENGTH
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/262739316/ccs	15207
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/262803984/ccs	21170
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/262738564/ccs	16520
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/262738926/ccs	14160
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/262803981/ccs	26070
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257232628/ccs	17783
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257036282/ccs	15545
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257036483/ccs	28165
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/262737195/ccs	16609
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257167108/ccs	13832
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257166445/ccs	16431
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/262803600/ccs	16437
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257102135/ccs	17263
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257036226/ccs	23028
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257102291/ccs	14965
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257167336/ccs	18957
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/262803234/ccs	17630
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257103197/ccs	16739
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257102378/ccs	14098
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257167049/ccs	18606
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/262739255/ccs	21038
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257168897/ccs	17440
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257036531/ccs	18323
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257038098/ccs	21957
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257167739/ccs	16091
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257101816/ccs	16203
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257102374/ccs	19653
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/262738646/ccs	20382
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257232359/ccs	12871
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257101972/ccs	15502
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/262738158/ccs	17011
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/262543199/ccs	14562
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257102448/ccs	17521
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257166827/ccs	15348
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257232216/ccs	23337
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257036397/ccs	15177
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257101767/ccs	15036
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/262739705/ccs	13596
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/262737982/ccs	15287
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257103106/ccs	19300
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/262737735/ccs	16340
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257102493/ccs	16259
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/262673814/ccs	14917
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/262673398/ccs	26054
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257168507/ccs	17477
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/262803196/ccs	15067
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/262803705/ccs	22053
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/262737714/ccs	25093
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/262802788/ccs	17551
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/262671836/ccs	15982
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257169121/ccs	13909
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/262803232/ccs	13430
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257101459/ccs	19276
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257166772/ccs	27075
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257168578/ccs	21362
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/262803710/ccs	22963
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257037738/ccs	18220
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257038094/ccs	14515
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/262803022/ccs	17310
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257102514/ccs	13826
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/262738430/ccs	19847
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/262803319/ccs	18096
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257232176/ccs	20337
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257036699/ccs	24847
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/262803690/ccs	17531
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/262738425/ccs	14067
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257101663/ccs	19129
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257102348/ccs	16191
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/256972342/ccs	20065
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257166879/ccs	14234
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/262739774/ccs	19338
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257168486/ccs	13917
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257232002/ccs	14424
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257037095/ccs	18051
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/262739056/ccs	14228
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/262803016/ccs	16188
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257168130/ccs	13816
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257037762/ccs	18740
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257167044/ccs	16252
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257103180/ccs	15699
W621.hifi_reads_test_Nremove.fastq	@m84126_250220_160112_s2/257037929/ccs	15195
